"","Gene_name","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","GENENAME","Biotype"
"1","ENSG00000007080",47.2888407638818,3.06908268908919,0.830057803597693,3.69743248697496,0.000217791115936618,0.00514340208393018,"coiled-coil domain containing 124","protein_coding"
"2","ENSG00000013306",154.602864359317,2.20598879781436,0.468724458046125,4.70636588286861,2.52171754029694e-06,0.000196735602689732,"solute carrier family 25 member 39","protein_coding"
"3","ENSG00000032444",60.1839504450743,2.8716048414756,0.759914714204686,3.77885147872281,0.000157553354482404,0.00408516679960608,"patatin like phospholipase domain containing 6","protein_coding"
"4","ENSG00000051523",62.5420057086249,2.26740992188082,0.58198656959725,3.89598324141729,9.78011515517469e-05,0.00292666596664097,"cytochrome b-245 alpha chain","protein_coding"
"5","ENSG00000054148",20.7804843036559,4.38136698027556,1.05389264486625,4.1573181116864,3.22005465000663e-05,0.00130263136721101,"phosphohistidine phosphatase 1","protein_coding"
"6","ENSG00000065029",26.5783311415844,2.28349972865968,0.76124916431212,2.99967452932851,0.00270268234543735,0.028764967520623,"zinc finger protein 76","protein_coding"
"7","ENSG00000071894",58.3992623044749,3.64787946008799,0.798135606860922,4.57050083811591,4.86559975910743e-06,0.0003306852767827,"cleavage and polyadenylation specific factor 1","protein_coding"
"8","ENSG00000075624",4218.66202055036,2.05808270372205,0.358393002688427,5.74253037387358,9.32721415908482e-09,2.26392214783564e-06,"actin beta","protein_coding"
"9","ENSG00000076604",23.9208373275687,2.37081787841331,0.843941827334944,2.80921954763166,0.00496617669534191,0.0420225881109815,"TNF receptor associated factor 4","protein_coding"
"10","ENSG00000079435",24.2866396145569,3.16974396083292,0.950729586806596,3.33401211534793,0.000856029290938307,0.0133571141861052,"lipase E, hormone sensitive type","protein_coding"
"11","ENSG00000083845",161.880958885533,2.33293085825408,0.566286102481794,4.11970353506791,3.79360190834324e-05,0.00147671973443514,"ribosomal protein S5","protein_coding"
"12","ENSG00000090674",18.9037410315221,3.77839608231982,1.03415117105707,3.65362065824253,0.00025856819612409,0.00572179979956219,"mucolipin 1","protein_coding"
"13","ENSG00000092929",41.9842743628371,2.38206659123064,0.680058947191971,3.50273546295719,0.000460506564101662,0.00878582174043738,"unc-13 homolog D","protein_coding"
"14","ENSG00000093010",47.3754727929431,3.45514021198756,0.8283527752486,4.17109752659502,3.03136080975287e-05,0.00125535690784932,"catechol-O-methyltransferase","protein_coding"
"15","ENSG00000097021",78.071658808165,2.0507217184719,0.533291983860382,3.8454013571087,0.000120355275388842,0.0034144947933367,"acyl-CoA thioesterase 7","protein_coding"
"16","ENSG00000099817",80.9715690654146,2.83461401927536,0.530430113188474,5.34399150575405,9.09218305371243e-08,1.24136711755218e-05,"RNA polymerase II subunit E","protein_coding"
"17","ENSG00000100280",95.0687765358576,2.1006895181627,0.519283852522786,4.04535883016029,5.22430402126018e-05,0.00185568977795819,"adaptor related protein complex 1 beta 1 subunit","protein_coding"
"18","ENSG00000101220",20.6879351080383,2.6400822116601,0.888577146254432,2.97113449607463,0.00296701812084569,0.0303084575715116,"chromosome 20 open reading frame 27","protein_coding"
"19","ENSG00000102030",30.7969177711729,4.12945796523264,0.901825780785023,4.57899746627117,4.67209857269158e-06,0.000327775661923249,"N(alpha)-acetyltransferase 10, NatA catalytic subunit","protein_coding"
"20","ENSG00000102103",48.5235843554877,2.44984942658031,0.708281461812636,3.458864249123,0.000542458234591843,0.00995798330643598,"polyglutamine binding protein 1","protein_coding"
"21","ENSG00000102312",26.3467527817165,3.28841107715538,0.919361285684787,3.57684310657698,0.000347768758760378,0.00708345784160416,"porcupine O-acyltransferase","protein_coding"
"22","ENSG00000103148",40.3019395920389,3.40948974378332,0.834374916444982,4.08628025194013,4.38344262068853e-05,0.00162049499056842,"NPR3 like, GATOR1 complex subunit","protein_coding"
"23","ENSG00000103266",42.1841002203481,2.91503358310085,0.661355808334437,4.40766308599011,1.0449191685802e-05,0.000596764947389135,"STIP1 homology and U-box containing protein 1","protein_coding"
