"","Gene_name","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","GENENAME","Biotype"
"1","ENSG00000071127",35.6871751205543,6.32244075231398,6.76688199534449,0.934321118155115,0.350138274020547,0.964027799510119,"WD repeat domain 1","protein_coding"
"2","ENSG00000092201",31.1489216370156,6.1262262439752,6.76694674663797,0.905316160056809,0.365297917621394,0.964027799510119,"SPT16 homolog, facilitates chromatin remodeling subunit","protein_coding"
"3","ENSG00000103657",34.8620381235472,6.28869350546714,6.76689251443675,0.929332554352031,0.352716769129728,0.964027799510119,"HECT and RLD domain containing E3 ubiquitin protein ligase family member 1","protein_coding"
"4","ENSG00000110321",30.1175003907568,6.07764828669166,6.76696418419449,0.898135134346824,0.369113509904333,0.964027799510119,"eukaryotic translation initiation factor 4 gamma 2","protein_coding"
"5","ENSG00000115165",32.489769257152,6.18702674047814,6.76692573292217,0.914303922441068,0.360557170096256,0.964027799510119,"cytohesin 1 interacting protein","protein_coding"
"6","ENSG00000119335",48.0642300756598,6.75197900976322,6.76676754800507,0.99781453431983,0.318369301005229,0.964027799510119,"SET nuclear proto-oncogene","protein_coding"
"7","ENSG00000125249",31.664632260145,6.14991526588728,6.76693845383854,0.908817969579544,0.363446219598843,0.964027799510119,"RAP2A, member of RAS oncogene family","protein_coding"
"8","ENSG00000125691",40.4317128533447,6.50251412720278,6.76682984233059,0.960939506196186,0.336582585338314,0.964027799510119,"ribosomal protein L23","protein_coding"
"9","ENSG00000127603",39.4002916070859,6.46523481734595,6.7668401115189,0.955428931494991,0.339360829035188,0.964027799510119,"microtubule-actin crosslinking factor 1","protein_coding"
"10","ENSG00000127603",39.4002916070859,6.46523481734595,6.7668401115189,0.955428931494991,0.339360829035188,0.964027799510119,"KIAA0754","protein_coding"
"11","ENSG00000133112",35.7903172451801,6.32660418670715,6.76688071456018,0.934936561404771,0.349820993644296,0.964027799510119,"tumor protein, translationally-controlled 1","protein_coding"
"12","ENSG00000134107",37.3374491145683,6.38765542705382,6.76686235189901,0.943961188343256,0.345189481918352,0.964027799510119,"basic helix-loop-helix family member e40","protein_coding"
"13","ENSG00000135486",42.4945553458623,6.57430152462517,6.76681079941068,0.971550959456074,0.331273989702086,0.964027799510119,"heterogeneous nuclear ribonucleoprotein A1","protein_coding"
"14","ENSG00000135829",32.2834850079002,6.17783798955287,6.76692885219125,0.912945610112685,0.3612711478474,0.964027799510119,"DExH-box helicase 9","protein_coding"
"15","ENSG00000136167",49.9207883189256,6.80665359986441,6.76675527549647,1.00589622688328,0.314465491463634,0.964027799510119,"lymphocyte cytosolic protein 1","protein_coding"
"16","ENSG00000138071",30.5300688892603,6.09727619517593,6.76695706779319,0.901036630510846,0.367568843877542,0.964027799510119,"ARP2 actin related protein 2 homolog","protein_coding"
"17","ENSG00000138166",44.9699663368834,6.65598158373986,6.76679025393905,0.983624633535126,0.325300108614591,0.964027799510119,"dual specificity phosphatase 5","protein_coding"
"18","ENSG00000140988",30.6332110138862,6.10214172767764,6.76695531864259,0.901755876954969,0.367186563199244,0.964027799510119,"ribosomal protein S2","protein_coding"
"19","ENSG00000142534",29.2923633937497,6.03757268134994,6.76697901835266,0.892210935629547,0.37227988178674,0.964027799510119,"ribosomal protein S11","protein_coding"
